#Number	Time
39541	0.000003
39551	0.000002
39563	0.000002
39569	0.000002
39581	0.000003
39607	0.000003
39619	0.000003
39623	0.000003
39631	0.000002
39659	0.000002
39667	0.000003
39671	0.000002
39679	0.000002
39703	0.000002
39709	0.000003
39719	0.000002
39727	0.000002
39733	0.000003
39749	0.000003
39761	0.000003
39769	0.000002
39779	0.000002
39791	0.000003
39799	0.000002
39821	0.000002
39827	0.000002
39829	0.000002
39839	0.000002
39841	0.000002
39847	0.000002
39857	0.000002
39863	0.000003
39869	0.000003
39877	0.000003
39883	0.000003
39887	0.000002
39901	0.000003
39929	0.000002
39937	0.000002
39953	0.000003
39971	0.000002
39979	0.000003
39983	0.000003
39989	0.000003
40009	0.000002
40013	0.000003
40031	0.000003
40037	0.000003
40039	0.000002
40063	0.000003
40087	0.000002
40093	0.000002
40099	0.000003
40111	0.000003
40123	0.000003
40127	0.000003
40129	0.000003
40151	0.000003
40153	0.000003
40163	0.000002
40169	0.000002
40177	0.000003
40189	0.000002
40193	0.000002
40213	0.000003
40231	0.000002
40237	0.000002
40241	0.000002
40253	0.000002
40277	0.000002
40283	0.000003
40289	0.000003
40343	0.000002
40351	0.000002
40357	0.000002
40361	0.000002
40387	0.000002
40423	0.000002
40427	0.000002
40429	0.000002
40433	0.000002
40459	0.000002
40471	0.000003
40483	0.000002
40487	0.000002
40493	0.000002
40499	0.000002
40507	0.000002
40519	0.000003
40529	0.000003
40531	0.000002
40543	0.000002
40559	0.000003
40577	0.000002
40583	0.000003
40591	0.000003
40597	0.000003
40609	0.000002
40627	0.000003
40637	0.000003
40639	0.000002
40693	0.000002
40697	0.000003
40699	0.000002
40709	0.000002
40739	0.000002
40751	0.000002
40759	0.000002
40763	0.000002
40771	0.000002
40787	0.000003
40801	0.000003
40813	0.000002
40819	0.000003
40823	0.000002
40829	0.000002
40841	0.000003
40847	0.000002
40849	0.000002
40853	0.000002
40867	0.000002
40879	0.000002
40883	0.000003
40897	0.000002
40903	0.000002
40927	0.000003
40933	0.000003
40939	0.000002
40949	0.000002
40961	0.000003
40973	0.000002
40993	0.000002
41011	0.000002
41017	0.000002
41023	0.000003
41039	0.000002
41047	0.000003
41051	0.000003
41057	0.000002
41077	0.000002
41081	0.000003
41113	0.000003
41117	0.000002
41131	0.000002
41141	0.000002
41143	0.000003
41149	0.000002
41161	0.000002
41177	0.000003
41179	0.000002
41183	0.000003
41189	0.000003
41201	0.000003
41203	0.000003
41213	0.000003
41221	0.000003
41227	0.000003
41231	0.000003
41233	0.000003
41243	0.000003
41257	0.000003
41263	0.000003
41269	0.000002
41281	0.000002
41299	0.000003
41333	0.000002
41341	0.000002
41351	0.000002
41357	0.000003
41381	0.000002
41387	0.000003
41389	0.000002
41399	0.000002
41411	0.000002
41413	0.000003
41443	0.000002
41453	0.000002
41467	0.000003
41479	0.000002
41491	0.000003
41507	0.000002
41513	0.000003
41519	0.000003
41521	0.000002
41539	0.000002
41543	0.000002
41549	0.000002
41579	0.000002
41593	0.000003
41597	0.000002
41603	0.000003
41609	0.000003
41611	0.000002
41617	0.000002
41621	0.000002
41627	0.000002
41641	0.000002
41647	0.000003
41651	0.000002
41659	0.000002
41669	0.000003
41681	0.000003
41687	0.000003
41719	0.000002
41729	0.000002
41737	0.000002
41759	0.000002
41761	0.000002
41771	0.000002
41777	0.000002
41801	0.000002
41809	0.000002
41813	0.000003
41843	0.000003
41849	0.000003
41851	0.000002
41863	0.000002
41879	0.000003
41887	0.000003
41893	0.000003
41897	0.000002
41903	0.000003
41911	0.000002
41927	0.000002
41941	0.000003
41947	0.000003
41953	0.000003
41957	0.000003
41959	0.000003
41969	0.000002
41981	0.000003
41983	0.000002
41999	0.000003
42013	0.000003
42017	0.000003
42019	0.000003
42023	0.000003
42043	0.000002
42061	0.000003
42071	0.000003
42073	0.000002
42083	0.000003
42089	0.000003
42101	0.000002
42131	0.000002
42139	0.000003
42157	0.000002
42169	0.000002
42179	0.000002
42181	0.000003
42187	0.000003
42193	0.000002
42197	0.000002
42209	0.000003
42221	0.000002
42223	0.000003
42227	0.000002
42239	0.000003
42257	0.000003
42281	0.000002
42283	0.000003
42293	0.000003
42299	0.000003
42307	0.000003
42323	0.000002
42331	0.000003
42337	0.000002
42349	0.000003
42359	0.000003
42373	0.000003
42379	0.000002
42391	0.000002
42397	0.000002
42403	0.000003
42407	0.000002
42409	0.000003
42433	0.000003
42437	0.000003
42443	0.000002
42451	0.000003
42457	0.000003
42461	0.000003
42463	0.000002
42467	0.000002
42473	0.000002
42487	0.000002
42491	0.000002
42499	0.000003
42509	0.000003
42533	0.000003
42557	0.000003
42569	0.000003
42571	0.000003
42577	0.000002
42589	0.000003
42611	0.000003
42641	0.000003
42643	0.000003
42649	0.000002
42667	0.000003
42677	0.000003
42683	0.000003
42689	0.000002
42697	0.000003
42701	0.000003
42703	0.000002
42709	0.000002
42719	0.000002
42727	0.000003
42737	0.000003
42743	0.000003
42751	0.000002
42767	0.000002
42773	0.000003
42787	0.000002
42793	0.000003
42797	0.000002
42821	0.000003
42829	0.000003
42839	0.000003
42841	0.000003
42853	0.000002
42859	0.000003
42863	0.000002
42899	0.000003
42901	0.000002
42923	0.000003
42929	0.000003
42937	0.000002
42943	0.000003
42953	0.000003
42961	0.000002
42967	0.000003
42979	0.000002
42989	0.000003
43003	0.000003
43013	0.000002
43019	0.000003
43037	0.000003
43049	0.000002
43051	0.000003
43063	0.000002
43067	0.000002
43093	0.000002
43103	0.000003
43117	0.000003
43133	0.000002
43151	0.000002
43159	0.000003
43177	0.000003
43189	0.000003
43201	0.000003
43207	0.000003
43223	0.000003
43237	0.000002
43261	0.000002
43271	0.000002
43283	0.000002
43291	0.000003
43313	0.000003
43319	0.000003
43321	0.000002
43331	0.000003
43391	0.000002
43397	0.000003
43399	0.000003
43403	0.000003
43411	0.000002
43427	0.000003
43441	0.000003
43451	0.000002
43457	0.000003
43481	0.000003
43487	0.000002
43499	0.000003
43517	0.000003
43541	0.000003
43543	0.000003
43573	0.000003
43577	0.000003
43579	0.000003
43591	0.000003
43597	0.000003
43607	0.000003
43609	0.000003
43613	0.000003
43627	0.000002
43633	0.000002
43649	0.000003
43651	0.000002
43661	0.000003
43669	0.000002
43691	0.000003
43711	0.000003
43717	0.000003
43721	0.000003
43753	0.000002
43759	0.000002
43777	0.000002
43781	0.000003
43783	0.000002
43787	0.000002
43789	0.000003
43793	0.000003
43801	0.000002
43853	0.000003
43867	0.000003
43889	0.000002
43891	0.000003
43913	0.000003
43933	0.000002
43943	0.000003
43951	0.000002
43961	0.000002
43963	0.000003
43969	0.000002
43973	0.000003
43987	0.000003
43991	0.000003
43997	0.000002
44017	0.000002
44021	0.000002
44027	0.000002
44029	0.000003
44041	0.000003
44053	0.000002
44059	0.000003
44071	0.000003
44087	0.000002
44089	0.000003
44101	0.000002
44111	0.000003
44119	0.000002
44123	0.000002
44129	0.000002
44131	0.000003
44159	0.000002
44171	0.000003
44179	0.000002
44189	0.000002
44201	0.000002
44203	0.000003
44207	0.000002
44221	0.000002
44249	0.000003
44257	0.000002
44263	0.000003
44267	0.000003
44269	0.000003
44273	0.000003
44279	0.000003
44281	0.000002
44293	0.000003
44351	0.000003
44357	0.000002
44371	0.000002
44381	0.000002
44383	0.000003
44389	0.000002
44417	0.000002
44449	0.000003
44453	0.000003
44483	0.000003
44491	0.000002
44497	0.000003
44501	0.000002
44507	0.000003
44519	0.000003
44531	0.000002
44533	0.000003
44537	0.000003
44543	0.000002
44549	0.000002
44563	0.000003
44579	0.000002
44587	0.000002
44617	0.000003
44621	0.000003
44623	0.000002
44633	0.000003
44641	0.000002
44647	0.000003
44651	0.000002
44657	0.000003
44683	0.000002
44687	0.000002
44699	0.000003
44701	0.000002
44711	0.000002
44729	0.000003
44741	0.000003
44753	0.000003
44771	0.000002
44773	0.000003
44777	0.000003
44789	0.000002
44797	0.000002
44809	0.000003
44819	0.000002
44839	0.000003
44843	0.000003
44851	0.000003
44867	0.000002
44879	0.000003
44887	0.000003
44893	0.000002
44909	0.000002
44917	0.000003
44927	0.000003
44939	0.000002
44953	0.000002
44959	0.000003
44963	0.000002
44971	0.000002
44983	0.000002
44987	0.000002
45007	0.000003
45013	0.000003
45053	0.000002
45061	0.000003
45077	0.000002
45083	0.000002
45119	0.000003
45121	0.000002
45127	0.000003
45131	0.000003
45137	0.000003
45139	0.000002
45161	0.000003
45179	0.000002
45181	0.000003
45191	0.000003
45197	0.000002
45233	0.000002
45247	0.000002
45259	0.000003
45263	0.000003
45281	0.000003
45289	0.000003
45293	0.000002
45307	0.000003
45317	0.000003
45319	0.000002
45329	0.000002
45337	0.000003
45341	0.000003
45343	0.000002
45361	0.000002
45377	0.000002
45389	0.000003
45403	0.000003
45413	0.000002
45427	0.000003
45433	0.000003
45439	0.000002
45481	0.000003
45491	0.000003
45497	0.000002
45503	0.000003
45523	0.000003
45533	0.000002
45541	0.000002
45553	0.000003
45557	0.000003
45569	0.000003
45587	0.000003
45589	0.000003
45599	0.000002
45613	0.000002
45631	0.000003
45641	0.000002
45659	0.000003
45667	0.000003
45673	0.000003
45677	0.000003
45691	0.000003
45697	0.000002
45707	0.000002
45737	0.000003
45751	0.000003
45757	0.000002
45763	0.000002
45767	0.000003
45779	0.000003
45817	0.000002
45821	0.000003
45823	0.000003
45827	0.000002
45833	0.000003
45841	0.000003
45853	0.000002
45863	0.000002
45869	0.000003
45887	0.000003
45893	0.000003
45943	0.000003
45949	0.000003
45953	0.000003
45959	0.000003
45971	0.000003
45979	0.000003
45989	0.000003
46021	0.000003
46027	0.000002
46049	0.000002
46051	0.000003
46061	0.000003
46073	0.000002
46091	0.000002
46093	0.000003
46099	0.000002
46103	0.000002
46133	0.000003
46141	0.000003
46147	0.000003
46153	0.000002
46171	0.000003
46181	0.000003
46183	0.000003
46187	0.000003
46199	0.000002
46219	0.000003
46229	0.000003
46237	0.000002
46261	0.000003
46271	0.000002
46273	0.000003
46279	0.000003
46301	0.000003
46307	0.000002
46309	0.000003
46327	0.000003
46337	0.000003
46349	0.000002
46351	0.000003
46381	0.000002
46399	0.000003
46411	0.000003
46439	0.000002
46441	0.000003
46447	0.000002
46451	0.000002
46457	0.000003
46471	0.000003
46477	0.000003
46489	0.000002
46499	0.000003
46507	0.000002
46511	0.000002
46523	0.000003
46549	0.000002
46559	0.000002
46567	0.000002
46573	0.000003
46589	0.000003
46591	0.000002
46601	0.000003
46619	0.000003
46633	0.000003
46639	0.000003
46643	0.000003
46649	0.000002
46663	0.000003
46679	0.000003
46681	0.000003
46687	0.000003
46691	0.000003
46703	0.000003
46723	0.000002
46727	0.000002
46747	0.000003
46751	0.000003
46757	0.000003
46769	0.000003
46771	0.000002
46807	0.000003
46811	0.000003
46817	0.000002
46819	0.000003
46829	0.000003
46831	0.000003
46853	0.000003
46861	0.000003
46867	0.000003
46877	0.000002
46889	0.000003
46901	0.000003
46919	0.000003
46933	0.000003
46957	0.000003
46993	0.000002
46997	0.000002
47017	0.000003
47041	0.000003
47051	0.000003
47057	0.000003
47059	0.000002
47087	0.000003
47093	0.000003
47111	0.000003
47119	0.000003
47123	0.000003
47129	0.000003
47137	0.000003
47143	0.000002
47147	0.000003
47149	0.000003
47161	0.000003
47189	0.000002
47207	0.000003
47221	0.000002
47237	0.000003
47251	0.000002
47269	0.000003
47279	0.000003
47287	0.000003
47293	0.000002
47297	0.000002
47303	0.000003
47309	0.000003
47317	0.000003
47339	0.000003
47351	0.000002
47353	0.000003
47363	0.000002
47381	0.000002
47387	0.000003
47389	0.000002
47407	0.000003
47417	0.000002
47419	0.000003
47431	0.000002
47441	0.000003
47459	0.000003
47491	0.000002
47497	0.000003
47501	0.000003
47507	0.000003
47513	0.000003
47521	0.000003
47527	0.000002
47533	0.000003
47543	0.000003
47563	0.000003
47569	0.000002
47581	0.000003
47591	0.000002
47599	0.000003
47609	0.000003
47623	0.000003
47629	0.000003
47639	0.000002
47653	0.000003
47657	0.000003
47659	0.000003
47681	0.000003
47699	0.000003
47701	0.000003
47711	0.000002
47713	0.000003
47717	0.000003
47737	0.000003
47741	0.000003
47743	0.000003
47777	0.000003
47779	0.000003
47791	0.000002
47797	0.000003
47807	0.000003
47809	0.000002
47819	0.000003
47837	0.000003
47843	0.000003
47857	0.000002
47869	0.000003
47881	0.000002
47903	0.000003
47911	0.000003
47917	0.000003
47933	0.000002
47939	0.000003
47947	0.000003
47951	0.000002
47963	0.000003
47969	0.000002
47977	0.000002
47981	0.000003
48017	0.000003
48023	0.000002
48029	0.000003
48049	0.000003
48073	0.000002
48079	0.000003
48091	0.000003
48109	0.000002
48119	0.000003
48121	0.000003
48131	0.000002
48157	0.000003
48163	0.000003
48179	0.000002
48187	0.000003
48193	0.000002
48197	0.000002
48221	0.000003
48239	0.000002
48247	0.000002
48259	0.000003
48271	0.000002
48281	0.000003
48299	0.000003
48311	0.000003
48313	0.000003
48337	0.000003
48341	0.000002
48353	0.000002
48371	0.000003
48383	0.000003
48397	0.000003
48407	0.000002
48409	0.000003
48413	0.000003
48437	0.000003
48449	0.000002
48463	0.000003
48473	0.000002
48479	0.000003
48481	0.000002
48487	0.000003
48491	0.000003
48497	0.000003
48523	0.000003
48527	0.000003
48533	0.000003
48539	0.000002
48541	0.000003
48563	0.000002
48571	0.000003
48589	0.000002
48593	0.000002
48611	0.000002
48619	0.000003
48623	0.000003
48647	0.000003
48649	0.000003
48661	0.000002
48673	0.000002
48677	0.000002
48679	0.000003
48731	0.000002
48733	0.000003
48751	0.000003
48757	0.000002
48761	0.000002
48767	0.000003
48779	0.000002
48781	0.000003
48787	0.000002
48799	0.000003
48809	0.000003
48817	0.000003
48821	0.000003
48823	0.000002
48847	0.000003
48857	0.000003
48859	0.000002
48869	0.000003
48871	0.000003
48883	0.000002
48889	0.000003
48907	0.000003
48947	0.000002
48953	0.000003
48973	0.000003
48989	0.000003
48991	0.000002
49003	0.000003
49009	0.000002
49019	0.000003
49031	0.000002
49033	0.000003
49037	0.000003
49043	0.000002
49057	0.000002
49069	0.000002
49081	0.000002
49103	0.000003
49109	0.000003
49117	0.000002
49121	0.000002
49123	0.000003
49139	0.000002
49157	0.000003
49169	0.000003
49171	0.000003
49177	0.000003
49193	0.000003
49199	0.000002
49201	0.000003
49207	0.000002
49211	0.000009
49223	0.000003
49253	0.000003
49261	0.000002
49277	0.000002
49279	0.000003
49297	0.000003
49307	0.000003
49331	0.000003
49333	0.000003
49339	0.000003
49363	0.000003
49367	0.000003
49369	0.000002
49391	0.000003
49393	0.000003
49409	0.000003
49411	0.000003
49417	0.000003
49429	0.000002
49433	0.000002
49451	0.000002
49459	0.000002
49463	0.000002
49477	0.000003
49481	0.000003
49499	0.000002
49523	0.000002
49529	0.000003
49531	0.000002
49537	0.000003
49547	0.000003
49549	0.000003
49559	0.000003
49597	0.000003
49603	0.000003
49613	0.000003
49627	0.000003
49633	0.000003
49639	0.000003
49663	0.000003
49667	0.000003
49669	0.000003
49681	0.000003
49697	0.000003
49711	0.000003
49727	0.000002
49739	0.000003
49741	0.000003
49747	0.000003
49757	0.000003
49783	0.000003
49787	0.000003
49789	0.000002
49801	0.000002
49807	0.000003
49811	0.000003
49823	0.000003
49831	0.000003
49843	0.000002
49853	0.000002
49871	0.000002
49877	0.000002
49891	0.000003
49919	0.000003
49921	0.000002
49927	0.000003
49937	0.000003
49939	0.000003
49943	0.000003
49957	0.000003
49991	0.000003
49993	0.000002
49999	0.000003
50021	0.000003
50023	0.000003
50033	0.000003
50047	0.000003
50051	0.000003
50053	0.000003
50069	0.000002
50077	0.000003
50087	0.000003
50093	0.000002
50101	0.000002
50111	0.000002
50119	0.000002
50123	0.000002
50129	0.000003
50131	0.000002
50147	0.000003
50153	0.000003
50159	0.000003
50177	0.000003
50207	0.000003
50221	0.000002
50227	0.000003
50231	0.000003
50261	0.000002
50263	0.000003
50273	0.000002
50287	0.000003
50291	0.000003
50311	0.000003
50321	0.000003
50329	0.000003
50333	0.000003
50341	0.000003
50359	0.000003
50363	0.000003
50377	0.000003
50383	0.000003
50387	0.000003
50411	0.000003
50417	0.000003
50423	0.000003
50441	0.000003
50459	0.000003
50461	0.000002
50497	0.000003
50503	0.000002
50513	0.000002
50527	0.000003
50539	0.000002
50543	0.000002
50549	0.000003
50551	0.000002
50581	0.000002
50587	0.000003
50591	0.000003
50593	0.000002
50599	0.000003
50627	0.000002
50647	0.000003
50651	0.000003
50671	0.000003
50683	0.000003
50707	0.000003
50723	0.000003
50741	0.000003
50753	0.000003
50767	0.000003
50773	0.000002
50777	0.000003
50789	0.000003
50821	0.000003
50833	0.000002
50839	0.000003
50849	0.000002
50857	0.000003
50867	0.000003
50873	0.000002
50891	0.000003
50893	0.000003
50909	0.000002
50923	0.000003
50929	0.000003
50951	0.000003
50957	0.000003
50969	0.000003
50971	0.000003
50989	0.000003
50993	0.000003
51001	0.000003
51031	0.000003
51043	0.000003
51047	0.000003
51059	0.000003
51061	0.000003
51071	0.000002
51109	0.000003
51131	0.000003
51133	0.000003
51137	0.000003
51151	0.000003
51157	0.000003
51169	0.000003
51193	0.000003
51197	0.000003
51199	0.000002
51203	0.000002
51217	0.000003
51229	0.000002
51239	0.000003
51241	0.000002
51257	0.000003
51263	0.000003
51283	0.000003
51287	0.000003
51307	0.000003
51329	0.000003
51341	0.000003
51343	0.000003
51347	0.000003
51349	0.000003
51361	0.000002
51383	0.000003
51407	0.000003
51413	0.000003
51419	0.000003
51421	0.000003
51427	0.000003
51431	0.000003
51437	0.000003
51439	0.000002
51449	0.000003
51461	0.000002
51473	0.000003
51479	0.000003
51481	0.000003
51487	0.000003
51503	0.000003
51511	0.000003
51517	0.000003
51521	0.000002
51539	0.000003
51551	0.000002
51563	0.000003
51577	0.000003
51581	0.000003
51593	0.000003
51599	0.000003
51607	0.000003
51613	0.000002
51631	0.000003
51637	0.000003
51647	0.000003
51659	0.000003
51673	0.000003
51679	0.000002
51683	0.000002
51691	0.000002
51713	0.000003
51719	0.000003
51721	0.000003
51749	0.000003
51767	0.000003
51769	0.000003
51787	0.000002
51797	0.000003
51803	0.000003
51817	0.000003
51827	0.000003
51829	0.000003
51839	0.000003
51853	0.000002
51859	0.000003
51869	0.000003
51871	0.000003
51893	0.000003
51899	0.000003
51907	0.000003
51913	0.000003
51929	0.000003
51941	0.000003
51949	0.000003
51971	0.000003
51973	0.000003
51977	0.000003
51991	0.000003
52009	0.000003
52021	0.000003
52027	0.000003
52051	0.000003
52057	0.000003
52067	0.000003
52069	0.000003
52081	0.000003
52103	0.000003
52121	0.000003
52127	0.000003
52147	0.000003
52153	0.000002
52163	0.000003
52177	0.000002
52181	0.000002
52183	0.000003
52189	0.000003
52201	0.000002
52223	0.000002
52237	0.000003
52249	0.000003
52253	0.000003
52259	0.000003
52267	0.000003
52289	0.000003
52291	0.000003
52301	0.000003
52313	0.000003
52321	0.000003
52361	0.000002
52363	0.000003
52369	0.000003
52379	0.000003
52387	0.000003
52391	0.000003
52433	0.000002
52453	0.000003
52457	0.000003
52489	0.000003
52501	0.000003
52511	0.000003
52517	0.000003
52529	0.000003
52541	0.000003
52543	0.000003
52553	0.000002
52561	0.000002
52567	0.000003
52571	0.000003
52579	0.000003
52583	0.000003
52609	0.000002
52627	0.000002
52631	0.000003
52639	0.000002
52667	0.000003
52673	0.000002
52691	0.000003
52697	0.000003
52709	0.000003
52711	0.000003
52721	0.000003
52727	0.000003
52733	0.000003
52747	0.000003
52757	0.000003
52769	0.000003
52783	0.000003
52807	0.000003
52813	0.000003
52817	0.000003
52837	0.000003
52859	0.000002
52861	0.000003
52879	0.000003
52883	0.000003
52889	0.000003
52901	0.000002
52903	0.000003
52919	0.000002
52937	0.000003
52951	0.000003
52957	0.000003
52963	0.000003
52967	0.000003
52973	0.000003
52981	0.000003
52999	0.000003
53003	0.000003
53017	0.000003
53047	0.000003
53051	0.000003
53069	0.000002
53077	0.000003
53087	0.000003
53089	0.000003
53093	0.000003
53101	0.000002
53113	0.000003
53117	0.000003
53129	0.000003
53147	0.000003
53149	0.000003
53161	0.000003
53171	0.000003
53173	0.000003
53189	0.000002
53197	0.000003
53201	0.000003
53231	0.000003
53233	0.000002
53239	0.000002
53267	0.000003
53269	0.000003
53279	0.000003
53281	0.000003
53299	0.000003
53309	0.000002
53323	0.000003
53327	0.000002
53353	0.000003
53359	0.000003
53377	0.000003
53381	0.000003
53401	0.000003
53407	0.000003
53411	0.000003
53419	0.000003
53437	0.000003
53441	0.000002
53453	0.000002
53479	0.000003
53503	0.000003
53507	0.000003
53527	0.000003
53549	0.000003
53551	0.000003
53569	0.000003
53591	0.000003
53593	0.000003
53597	0.000003
53609	0.000003
53611	0.000002
53617	0.000003
53623	0.000003
53629	0.000003
53633	0.000003
53639	0.000003
53653	0.000003
53657	0.000003
53681	0.000002
53693	0.000003
53699	0.000003
53717	0.000003
53719	0.000002
53731	0.000003
53759	0.000003
53773	0.000003
53777	0.000003
53783	0.000003
53791	0.000003
53813	0.000003
53819	0.000003
53831	0.000003
53849	0.000003
53857	0.000003
53861	0.000003
53881	0.000003
53887	0.000003
53891	0.000003
53897	0.000003
53899	0.000003
53917	0.000003
53923	0.000003
53927	0.000003
53939	0.000003
53951	0.000003
53959	0.000003
53987	0.000003
53993	0.000002
54001	0.000002
54011	0.000003
54013	0.000003
54037	0.000003
54049	0.000003
54059	0.000003
54083	0.000002
54091	0.000002
54101	0.000003
54121	0.000003
54133	0.000003
54139	0.000003
54151	0.000003
54163	0.000003
54167	0.000003
54181	0.000003
54193	0.000002
54217	0.000003
54251	0.000003
54269	0.000003
54277	0.000003
54287	0.000003
54293	0.000002
54311	0.000002
54319	0.000003
54323	0.000003
54331	0.000003
54347	0.000003
54361	0.000003
54367	0.000003
54371	0.000003
54377	0.000003
54401	0.000003
54403	0.000002
54409	0.000003
54413	0.000002
54419	0.000003
54421	0.000003
54437	0.000003
54443	0.000003
54449	0.000003
54469	0.000002
54493	0.000003
54497	0.000003
54499	0.000003
54503	0.000003
54517	0.000003
54521	0.000003
54539	0.000003
54541	0.000002
54547	0.000003
54559	0.000003
54563	0.000003
54577	0.000003
54581	0.000003
54583	0.000003
54601	0.000002
54617	0.000003
54623	0.000003
54629	0.000003
54631	0.000003
54647	0.000003
54667	0.000003
54673	0.000003
54679	0.000003
54709	0.000003
54713	0.000003
54721	0.000003
54727	0.000002
54751	0.000003
54767	0.000003
54773	0.000003
54779	0.000003
54787	0.000002
54799	0.000003
54829	0.000002
54833	0.000003
54851	0.000003
54869	0.000003
54877	0.000002
54881	0.000003
54907	0.000002
54917	0.000003
54919	0.000003
54941	0.000003
54949	0.000003
54959	0.000003
54973	0.000003
54979	0.000002
54983	0.000003
55001	0.000003
55009	0.000003
55021	0.000003
55049	0.000003
55051	0.000003
55057	0.000003
55061	0.000003
55073	0.000003
55079	0.000003
55103	0.000003
55109	0.000003
55117	0.000003
55127	0.000003
55147	0.000002
55163	0.000003
55171	0.000003
55201	0.000003
55207	0.000003
55213	0.000003
55217	0.000003
55219	0.000003
55229	0.000003
55243	0.000002
55249	0.000003
55259	0.000002
55291	0.000003
55313	0.000002
55331	0.000003
55333	0.000003
55337	0.000003
55339	0.000003
55343	0.000003
55351	0.000003
55373	0.000003
55381	0.000003
55399	0.000003
55411	0.000002
55439	0.000002
55441	0.000003
55457	0.000003
55469	0.000003
55487	0.000003
55501	0.000003
55511	0.000002
55529	0.000003
55541	0.000003
55547	0.000003
55579	0.000003
55589	0.000003
55603	0.000003
55609	0.000003
55619	0.000003
55621	0.000003
55631	0.000003
55633	0.000003
55639	0.000003
55661	0.000003
55663	0.000003
55667	0.000003
55673	0.000003
55681	0.000003
55691	0.000003
55697	0.000003
55711	0.000003
55717	0.000002
55721	0.000003
55733	0.000003
55763	0.000003
55787	0.000003
55793	0.000003
55799	0.000003
55807	0.000003
55813	0.000002
55817	0.000003
55819	0.000003
55823	0.000002
55829	0.000003
55837	0.000003
55843	0.000003
55849	0.000002
55871	0.000003
55889	0.000003
55897	0.000003
55901	0.000003
55903	0.000003
55921	0.000003
55927	0.000003
55931	0.000003
55933	0.000003
55949	0.000003
55967	0.000003
55987	0.000003
55997	0.000003
56003	0.000003
56009	0.000003
56039	0.000003
56041	0.000003
56053	0.000003
56081	0.000003
56087	0.000003
56093	0.000002
56099	0.000003
56101	0.000003
56113	0.000003
56123	0.000003
56131	0.000003
56149	0.000003
56167	0.000003
56171	0.000003
56179	0.000003
56197	0.000003
56207	0.000003
56209	0.000003
56237	0.000002
56239	0.000003
56249	0.000003
56263	0.000003
56267	0.000003
56269	0.000003
56299	0.000003
56311	0.000003
56333	0.000003
56359	0.000003
56369	0.000003
56377	0.000003
56383	0.000003
56393	0.000003
56401	0.000003
56417	0.000003
56431	0.000003
56437	0.000003
56443	0.000003
56453	0.000003
56467	0.000003
56473	0.000003
56477	0.000003
56479	0.000003
56489	0.000003
56501	0.000003
56503	0.000003
56509	0.000003
56519	0.000003
56527	0.000003
56531	0.000003
56533	0.000003
56543	0.000002
56569	0.000003
56591	0.000003
56597	0.000003
56599	0.000002
56611	0.000002
56629	0.000003
56633	0.000003
56659	0.000003
56663	0.000003
56671	0.000002
56681	0.000003
56687	0.000003
56701	0.000003
56711	0.000003
56713	0.000003
56731	0.000003
56737	0.000003
56747	0.000003
56767	0.000003
56773	0.000003
56779	0.000003
56783	0.000002
56807	0.000003
56809	0.000003
56813	0.000003
56821	0.000003
56827	0.000003
56843	0.000003
56857	0.000003
56873	0.000003
56891	0.000003
56893	0.000003
56897	0.000003
56909	0.000003
56911	0.000003
56921	0.000003
56923	0.000003
56929	0.000003
56941	0.000002
56951	0.000003
56957	0.000003
56963	0.000003
56983	0.000002
56989	0.000003
56993	0.000003
56999	0.000003
57037	0.000003
57041	0.000003
57047	0.000003
57059	0.000003
57073	0.000002
57077	0.000003
57089	0.000002
57097	0.000003
57107	0.000003
57119	0.000003
57131	0.000003
57139	0.000003
57143	0.000003
57149	0.000003
57163	0.000003
57173	0.000003
57179	0.000003
57191	0.000003
57193	0.000003
57203	0.000003
57221	0.000003
57223	0.000003
57241	0.000003
57251	0.000003
57259	0.000003
57269	0.000003
57271	0.000003
57283	0.000003
57287	0.000003
57301	0.000003
57329	0.000003
57331	0.000002
57347	0.000003
57349	0.000003
57367	0.000003
57373	0.000003
57383	0.000003
57389	0.000003
57397	0.000003
57413	0.000003
57427	0.000003
57457	0.000003
57467	0.000003
57487	0.000003
57493	0.000003
57503	0.000003
57527	0.000003
57529	0.000003
57557	0.000003
57559	0.000003
57571	0.000003
57587	0.000003
57593	0.000003
57601	0.000003
57637	0.000003
57641	0.000003
57649	0.000003
57653	0.000003
57667	0.000003
57679	0.000003
57689	0.000003
57697	0.000003
57709	0.000003
57713	0.000003
57719	0.000003
57727	0.000003
57731	0.000003
57737	0.000003
57751	0.000003
57773	0.000003
57781	0.000003
57787	0.000003
57791	0.000003
57793	0.000003
57803	0.000003
57809	0.000003
57829	0.000003
57839	0.000003
57847	0.000003
57853	0.000003
57859	0.000003
57881	0.000003
57899	0.000003
57901	0.000003
57917	0.000003
57923	0.000002
57943	0.000003
57947	0.000003
57973	0.000003
57977	0.000003
57991	0.000003
58013	0.000003
58027	0.000003
58031	0.000003
58043	0.000003
58049	0.000003
58057	0.000003
58061	0.000003
58067	0.000003
58073	0.000003
58099	0.000003
58109	0.000003
58111	0.000003
58129	0.000003
58147	0.000003
58151	0.000003
58153	0.000002
58169	0.000003
58171	0.000003
58189	0.000003
58193	0.000003
58199	0.000003
58207	0.000003
58211	0.000003
58217	0.000003
58229	0.000003
58231	0.000003
58237	0.000003
58243	0.000003
58271	0.000003
58309	0.000003
58313	0.000003
58321	0.000003
58337	0.000003
58363	0.000003
58367	0.000003
